run,task_id,rep,correct,num_tokens,mean_logprob,median_logprob,std_logprob,min_logprob,p10_logprob,p25_logprob,mean_prob,median_prob,min_prob,mean_entropy,median_entropy,max_entropy,high_conf_ratio,low_conf_ratio,perplexity,sum_logprob,tail_10pct_mean_logprob,tail_5pct_mean_logprob,tail_1pct_mean_logprob,entropy_spikes_05,entropy_spikes_10,entropy_spikes_15,entropy_spike_05_ratio,entropy_spike_10_ratio,entropy_spike_15_ratio
human_eval_AgentChatLogprobs_20260311_161129_929,HumanEval_0,0,0,296,-0.0697578979835199,0.0,0.30199207649025844,-2.578763246536255,-0.11735111847519875,-0.00024059329007286578,0.9581460954852835,1.0,0.07586777575908993,0.07997899021561845,-7.266687518133614e-11,1.390064587365628,0.8918918918918919,0.030405405405405407,1.0722485562899753,-20.64833780312189,-0.6732363772803339,-1.1600932436329978,-2.4374996423721313,22,3,0,0.07432432432432433,0.010135135135135136,0.0
human_eval_AgentChatLogprobs_20260311_161129_929,HumanEval_0,1,0,261,-0.05152045650096137,0.0,0.22301853497906532,-1.839672565460205,-0.029452305287122726,-4.541977250482887e-05,0.9661949778650795,1.0,0.15886943693235508,0.05598860827149535,-9.697187724979042e-11,0.7126702136517244,0.9080459770114943,0.03065134099616858,1.0528707241228183,-13.446839146750918,-0.5096303228145609,-0.8748744932504801,-1.6933887004852295,15,0,0,0.05747126436781609,0.0,0.0
human_eval_AgentChatLogprobs_20260311_161129_929,HumanEval_0,2,0,256,-0.05990484192480838,0.0,0.2696112149034675,-2.2006869316101074,-0.03647375851869583,-2.0027361642860342e-05,0.9637243761754729,1.0,0.11072707030699225,0.05578849939260271,-9.747954501239323e-11,0.7347031768209433,0.9140625,0.0390625,1.0617355090307663,-15.335639532750946,-0.6007806047797203,-1.104756658275922,-2.2006853818893433,12,0,0,0.046875,0.0,0.0
human_eval_AgentChatLogprobs_20260311_161129_929,HumanEval_100,0,1,318,-0.051560004319107566,0.0,0.2474809379312849,-2.578889846801758,-0.010548811219632623,-1.2815007153221813e-06,0.9683902670707915,1.0,0.07585817148650026,0.05920334511138529,-9.971605702976066e-11,1.2267270706389541,0.9339622641509434,0.0220125786163522,1.052912363686119,-16.396081373476207,-0.5254658719584826,-0.9547013958295186,-1.9398841857910156,18,5,0,0.05660377358490566,0.015723270440251572,0.0
human_eval_AgentChatLogprobs_20260311_161129_929,HumanEval_100,1,1,369,-0.051560064239643426,0.0,0.22467282182860968,-1.839672565460205,-0.035052336007356646,-6.890534132253379e-05,0.9665293760406638,1.0,0.15886943693235508,0.06468106442990285,-9.813154967576294e-11,1.471102463932825,0.9214092140921409,0.02981029810298103,1.0529124267771939,-19.025663704428425,-0.5166393200763397,-0.9078199631637998,-1.653923471768697,22,5,0,0.05962059620596206,0.013550135501355014,0.0
human_eval_AgentChatLogprobs_20260311_161129_929,HumanEval_100,2,1,321,-0.04722987131698449,0.0,0.19473398374011353,-1.9341609477996826,-0.03506140038371086,-2.229238634754438e-05,0.9668387952839788,1.0,0.14454549917626244,0.06969778325167424,-9.902294182168843e-11,1.1323872506393686,0.9190031152647975,0.018691588785046728,1.0483629699601795,-15.160788692752021,-0.4598218615865335,-0.76516835950315,-1.5856359004974365,22,3,0,0.06853582554517133,0.009345794392523364,0.0
human_eval_AgentChatLogprobs_20260311_161129_929,HumanEval_101,0,0,194,-0.21813167984816054,-0.00015504370821872726,0.5336935032745284,-2.976111650466919,-0.693147349357605,-0.11796553060412407,0.8768989535915026,0.9998449683162082,0.05099071862998533,0.19590944964063803,0.0015569804960767475,1.3973410251584064,0.7371134020618557,0.10824742268041238,1.243750833757414,-42.317545890543144,-1.6153729652103626,-2.288066413667467,-2.976111650466919,39,6,0,0.20103092783505155,0.030927835051546393,0.0
human_eval_AgentChatLogprobs_20260311_161129_929,HumanEval_101,1,0,184,-0.155098477533621,-5.47186573385261e-05,0.42103960783671507,-2.9757399559020996,-0.6357414901256561,-0.04821308981627226,0.9061157783536503,0.9999452829369715,0.05100967512575131,0.1593441588289613,0.0006032244479253709,1.2329917112842241,0.7989130434782609,0.09782608695652174,1.1677729548433045,-28.538119866186264,-1.2446036405033536,-1.7312477032343547,-2.9757399559020996,25,4,0,0.1358695652173913,0.021739130434782608,0.0
human_eval_AgentChatLogprobs_20260311_161129_929,HumanEval_101,2,0,157,-0.01630185535473502,0.0,0.10628146970664433,-1.2438468933105469,-0.007385886088013643,0.0,0.9878689792680161,1.0,0.28827312622274387,0.03128165803419477,-9.988614992945705e-11,1.250476912824553,0.9617834394904459,0.006369426751592357,1.0164354555886663,-2.559391290693398,-0.1692562252903978,-0.33743969031742643,-1.2438468933105469,3,1,0,0.01910828025477707,0.006369426751592357,0.0
human_eval_AgentChatLogprobs_20260311_161129_929,HumanEval_102,0,0,328,-0.08532750875879011,0.0,0.3290947763275033,-3.5593535900115967,-0.15667741745710367,-0.0004159363161306828,0.948012345807689,1.0,0.028457213797341407,0.09429219090732816,-3.700931703990826e-11,1.4696421764728897,0.8871951219512195,0.04573170731707317,1.0890736894689395,-27.987422872883158,-0.8177786879241467,-1.2858388274908066,-2.6601447264353433,27,8,0,0.08231707317073171,0.024390243902439025,0.0
human_eval_AgentChatLogprobs_20260311_161129_929,HumanEval_102,1,1,331,-0.06474661857888087,0.0,0.33366849632467255,-2.991523027420044,-0.035060103982686996,-1.2993897144042421e-05,0.9659541470097378,1.0,0.05021090587266383,0.04789411068430266,-9.850192603839643e-11,1.056501755427044,0.9335347432024169,0.030211480362537766,1.0668886603680898,-21.431130749609565,-0.6424613422290846,-1.2178687378764153,-2.8558297952016196,14,1,0,0.04229607250755287,0.0030211480362537764,0.0
human_eval_AgentChatLogprobs_20260311_161129_929,HumanEval_102,2,0,262,-0.07584978212807604,0.0,0.32517395601963456,-2.5791549682617188,-0.05888856202363967,-7.182388799265027e-06,0.9568458530016956,1.0,0.07583806252310245,0.06359848902613018,-9.81914877481256e-11,1.1569994542406958,0.916030534351145,0.03816793893129771,1.0788005068685147,-19.872642917555922,-0.7520243536967498,-1.2911142523472126,-2.579049825668335,17,2,0,0.0648854961832061,0.007633587786259542,0.0
human_eval_AgentChatLogprobs_20260311_161129_929,HumanEval_103,0,1,489,-0.0552229571390331,0.0,0.29510754974558623,-3.1914196014404297,-0.023245470598340034,-1.6689314179529902e-06,0.9693703504632284,1.0,0.04111346475833527,0.04711602719361301,-9.87930714547115e-11,0.9735058885571515,0.934560327198364,0.022494887525562373,1.056776204210423,-27.004026040987185,-0.5578420054322729,-1.027483157813549,-2.6601014733314514,25,0,0,0.05112474437627812,0.0,0.0
human_eval_AgentChatLogprobs_20260311_161129_929,HumanEval_103,1,0,498,-0.04308312981472848,0.0,0.25950124804831287,-2.9791922569274902,-0.006827189959585666,-1.1920930376163597e-07,0.9763479999674775,1.0,0.05083387799891187,0.035347867687157905,-9.987828020077414e-11,1.0911207377854306,0.9558232931726908,0.018072289156626505,1.0440246808216005,-21.455398647734782,-0.4366049477830529,-0.8538668711359302,-2.4276044964790344,17,1,0,0.03413654618473896,0.002008032128514056,0.0
human_eval_AgentChatLogprobs_20260311_161129_929,HumanEval_103,2,1,366,-0.05227990548289703,0.0,0.24117838435560734,-2.9697251319885254,-0.05270068347454071,-1.6689314179529902e-06,0.9664417719640874,1.0,0.05131741390903442,0.05985153305149496,-9.711349957879151e-11,1.0788067579026113,0.9180327868852459,0.02459016393442623,1.0536706294275517,-19.134445406740312,-0.5202389808578624,-0.887653594215711,-1.9913779099782307,25,3,0,0.06830601092896176,0.00819672131147541,0.0
human_eval_AgentChatLogprobs_20260311_161129_929,HumanEval_104,0,0,294,-0.04200256804170348,0.0,0.17251373246714719,-1.376320242881775,-0.04787987917661666,-0.0005065474615548737,0.9696306916576465,1.0,0.2525060063861371,0.06111016343283236,7.577992323961411e-10,0.9616931369999348,0.9217687074829932,0.023809523809523808,1.042897156950716,-12.348755004260823,-0.41356161789133633,-0.7047215402126312,-1.294072687625885,19,0,0,0.06462585034013606,0.0,0.0
human_eval_AgentChatLogprobs_20260311_161129_929,HumanEval_104,1,0,305,-0.03788788681634839,0.0,0.19290466272767576,-1.839881181716919,-0.018295512348413458,-1.2993897144042421e-05,0.9749545920654252,1.0,0.15883629764193358,0.04555650290284021,-6.566152311971545e-11,1.0457851745056996,0.9377049180327869,0.019672131147540985,1.038614783940874,-11.555805478986258,-0.37988599091768266,-0.6899978468815485,-1.6245957215627034,11,1,0,0.036065573770491806,0.003278688524590164,0.0
human_eval_AgentChatLogprobs_20260311_161129_929,HumanEval_104,2,0,288,-0.05288245749722985,0.0,0.26023270829327094,-2.9839653968811035,-0.03505263105034828,-6.282527465373278e-05,0.9675927382489399,1.0,0.0505918189352984,0.05496396112699136,1.4967987366200316e-10,1.0783786953349686,0.9305555555555556,0.03125,1.0543057121037147,-15.230147759202197,-0.5326551337327275,-0.9463268156562533,-2.434074640274048,15,1,0,0.052083333333333336,0.003472222222222222,0.0
human_eval_AgentChatLogprobs_20260311_161129_929,HumanEval_105,0,1,586,-0.04434142360878689,0.0,0.2124471001966888,-2.200688123703003,-0.017260024324059486,0.0,0.971478651513407,1.0,0.11072693831011707,0.051581032290133756,-9.964026503387813e-11,1.4961649877239893,0.9419795221843004,0.027303754266211604,1.0453391974489394,-25.984074234749116,-0.444084575207069,-0.8250715783957777,-1.7155269384384155,27,4,0,0.04607508532423208,0.006825938566552901,0.0
human_eval_AgentChatLogprobs_20260311_161129_929,HumanEval_105,1,1,556,-0.03362628487394495,0.0,0.19184769448543854,-2.584639072418213,-0.004000030690804124,0.0,0.9782482933965628,1.0,0.07542329703728066,0.040938069160068376,-9.986991246361624e-11,1.1906067950816417,0.9496402877697842,0.017985611510791366,1.0341980390489935,-18.696214389913393,-0.3394653240303424,-0.6450144841715142,-1.6587404012680054,21,3,0,0.03776978417266187,0.00539568345323741,0.0
human_eval_AgentChatLogprobs_20260311_161129_929,HumanEval_105,2,1,570,-0.030956499367673293,0.0,0.17704371027019397,-2.6878058910369873,-0.0020282824174500946,0.0,0.979324521652351,1.0,0.0680300410621163,0.03965459484209312,-9.99365484516268e-11,1.1432870449325219,0.9491228070175438,0.017543859649122806,1.0314406345907963,-17.645204639573777,-0.3093106115171522,-0.5955740889268262,-1.559016513824463,22,2,0,0.03859649122807018,0.0035087719298245615,0.0
human_eval_AgentChatLogprobs_20260311_161129_929,HumanEval_106,0,1,424,-0.044840693159146336,0.0,0.2081135416398891,-2.3505184650421143,-0.03505243435502052,-2.5033982637978625e-06,0.9697936766199723,1.0,0.09531972945453171,0.06324689496724115,-9.929493476675095e-11,1.2371941216226006,0.9316037735849056,0.01179245283018868,1.0458612337876028,-19.012453899478047,-0.4430361728050879,-0.7810074814728328,-1.7451322674751282,23,5,0,0.054245283018867926,0.01179245283018868,0.0
human_eval_AgentChatLogprobs_20260311_161129_929,HumanEval_106,1,1,462,-0.04951856883529009,0.0,0.2444904573506998,-2.6623358726501465,-0.02831291072070598,-1.1891199392266572e-05,0.9696732222605452,1.0,0.06978502228733552,0.05286971941534502,-9.821463024502386e-11,1.057853755316356,0.9415584415584416,0.02813852813852814,1.0507651035178085,-22.877578801904022,-0.4900282239946334,-0.9053825360277424,-2.1071733236312866,23,1,0,0.049783549783549784,0.0021645021645021645,0.0
